sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,status,visibility,price,special_price,special_from_date,special_to_date,tax_class_name,qty,is_in_stock,manufacturer,ean,supplier,url_key
001266067,default,Default,simple,54,base,Vitporphyrin Ii im 10f+10f 2ml,Vitporphyrin Ii*im 10f+10f 2ml,Vitporphyrin Ii*im 10f+10f 2ml,1,1,4,6.04,,,,Taxable Goods,0,0,5281,001266067,2759,vitporphyrin-ii-im-10f-10f-2ml-001266067
001328018,default,Default,simple,54,base,Bepanten 20cpr 100mg,Bepanten*20cpr 100mg,Bepanten*20cpr 100mg,1,1,4,7.38,,,,Taxable Goods,0,0,221,001328018,2759,bepanten-20cpr-100mg-001328018
001328020,default,Default,simple,54,base,Bepamedin ev Im 3f 500mg 2ml,Bepamedin*ev Im 3f 500mg 2ml,Bepamedin*ev Im 3f 500mg 2ml,1,1,4,6.81,,,,Taxable Goods,3,1,221,001328020,2759,bepamedin-ev-im-3f-500mg-2ml-001328020
001340052,default,Default,simple,54,base,Benadon im Iv 6f 2ml 300mg,Benadon*im Iv 6f 2ml 300mg,Benadon*im Iv 6f 2ml 300mg,1,1,4,3.43,,,,Taxable Goods,0,0,221,001340052,2759,benadon-im-iv-6f-2ml-300mg-001340052
001363074,default,Default,simple,54,base,Aspro 500 20cpr 500mg,Aspro 500*20cpr 500mg,Aspro 500*20cpr 500mg,1,1,4,3.64,,,,Taxable Goods,0,0,221,001363074,2759,aspro-500-20cpr-500mg-001363074
001569058,default,Default,simple,54,base,Drin 20cpr,Drin*20cpr,Drin*20cpr,1,1,4,4.50,,,,Taxable Goods,0,0,370,001569058,2759,drin-20cpr-001569058
001738020,default,Default,simple,54,base,Adisterolo im Os 2f 1ml,Adisterolo*im Os 2f 1ml,Adisterolo*im Os 2f 1ml,1,1,4,3.90,,,,Taxable Goods,0,0,3011,001738020,2759,adisterolo-im-os-2f-1ml-001738020
001738032,default,Default,simple,54,base,Adisterolo im Os 10f 1ml,Adisterolo*im Os 10f 1ml,Adisterolo*im Os 10f 1ml,1,1,4,4.16,,,,Taxable Goods,0,0,3011,001738032,2759,adisterolo-im-os-10f-1ml-001738032
001738057,default,Default,simple,54,base,Adisterolo os Gtt Fl 10ml,Adisterolo*os Gtt Fl 10ml,Adisterolo*os Gtt Fl 10ml,1,1,4,4.52,,,,Taxable Goods,0,0,3011,001738057,2759,adisterolo-os-gtt-fl-10ml-001738057
001738119,default,Default,simple,54,base,Adisterolo im Os 6f 1ml,Adisterolo*im Os 6f 1ml,Adisterolo*im Os 6f 1ml,1,1,4,3.22,,,,Taxable Goods,0,0,3011,001738119,2759,adisterolo-im-os-6f-1ml-001738119
